МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Fakom Skopje,"51,13 EMU",3000,3000,3000,3000,1,3000,1,1
  Fustelarko Borec Bitola,100 DEM,674,500,500,674,5,99780,187,4
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,800,741,743,790,11,415244,531,7
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,68.5,65.1,65.1,68.5,290,28776676,698002,15
  R.Makedonija - denacionalizacija 01,,68,63.5,63.5,68,22,4001210,100968,7
  R.Makedonija - denacionalizacija 02,1 EUR,68,63.3,63.5,66.5,322,72832123,1828924,17
Vkupno Oficijalen pazar,,,,,,1070,209008475,2719432,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  29 Noemvri Skopje,460 DEM,2000,2000,2000,,3,44000,22,3
  6-ti Noemvri Valandovo,100 DEM,100,100,100,,3,62000,620,1
  Beton Ohrid,500 DEM,1230,920,920,,7,1217450,1263,3
  BIM Sveti Nikole,200 DEM,3100,3100,3100,,1,127100,41,1
  Velesprom Veles,10 DEM,,,,,1,4021020,44678,1
  Veterinarno sto~arski centar Kumanovo,10 DEM,155,155,155,,3,787710,5082,3
  DZSPP Goce Del~ev s.Trubarevo,100 DEM,3100,2200,2200,,5,659900,239,3
  Geras Cunev konfekcija Strumica,30 DEM,200,200,200,,52,1600800,8004,7
  Geras Cunev trgovija Strumica,30 DEM,200,200,200,,52,1634000,8170,7
  Grozd Strumica,100 DEM,910,910,910,,1,40040,44,1
  Gradski Trgovski Centar Skopje,100 DEM,1880,1800,1880,,8,2310560,1274,3
  Inteks Skopje,100 DEM,,,,,1,64913400,24042,1
  Javor Repromaterijali Bitola,10 DEM,60,30,60,,64,2037970,35732,7
  Javor-Angrotekstil Bitola,10 DEM,60,59,60,,53,385935,6434,8
  Javor Konsalting Bitola,10 DEM,130,130,130,,27,286780,2206,8
  Jugotutun Skopje,"153,27 DEM",3200,3200,3200,,1,32000,10,1
  KEN Kumanovo,"5,11 EMU",31,31,31,,3,892056,28776,3
  MZT Pumpi-Inkom AD Skopje,100 DEM,500,500,500,,1,5500,11,1
  Makpetrol-Temko AD Skopje,10 DEM,168,157,157,,2,190145,1184,2
  Pelagonija komerc Bitola,100 DEM,400,400,400,,2,13600,34,1
  Reing Skopje,10 DEM,3000,3000,3000,,1,600000,200,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,50000,50000,50000,,1,50000,1,1
Vkupno Neoficijalen pazar,,,,,,292,81911966,168067,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,25.8,22.2,23.2,22.2,91,5510989,22551704,16
Vkupno Drugi hartii od vrednost,,,,,,91,5510989,22551704,
Vkupno site pazari,,,,,,1453,296431430,,
