МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Replek Makedonija Skopje,"562,42 EMU",11710,11710,11710,11710,3,468400,40,1
  R@ Uslugi Skopje,"5,11 EMU",,,,50,1,7836450,156729,1
  Stopanska banka Bitola,3000 DEN,2700,2700,2700,2700,1,5400,2,1
  Sileks Kratovo,"43,77 EMU",64,64,64,64,1,13568,212,1
  Skopski Pazar Skopje,"51,13 EMU",2300,2100,2300,2100,2,67000,30,2
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,5,235600,152,3
  Tehnometal Vardar Skopje,"51,13 EMU",600,600,600,600,2,34800,58,2
  Tutunski kombinat Prilep,"51,13 EMU",360,300,300,360,4,31530,95,3
  Toplifikacija Skopje,100 DEM,1610,1550,1599,1560,30,3083510,1948,10
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,1,15600,26,1
  Fustelarko Borec Bitola,100 DEM,550,550,550,550,1,99000,180,1
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,880,850,860,850,19,1318730,1533,6
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,63.1,59.3,63,61.2,367,20395912,544890,15
  R.Makedonija - denacionalizacija 01,,60,58,58.1,60,4,573571,16030,3
Vkupno Oficijalen pazar,,,,,,597,69296519,750740,
Neoficijalen pazar,,,,,,,,,
Neoficijalen pazar - obi~ni akcii,,,,,,,,,
  29 Noemvri Skopje,460 DEM,2000,2000,2000,2000,1,10000,5,1
  Algreta Resen,100 DEM,1403,1401,1401,1403,4,236899,169,3
  @ivin. farma Belimbegovo Skopje,10 DEM,47,47,47,47,1,49444,1052,1
  Bentomak Kriva Palanka,350 DEM,1560,1560,1560,1560,1,2028000,1300,1
  Beton Skopje,"255,65 EMU",1500,1500,1500,1500,5,136500,91,2
  Vinka Vinica,19 EMU,950,950,950,950,1,16815000,17700,1
  DZSPP Goce Del~ev s.Trubarevo,100 DEM,2200,2200,2200,2200,1,81400,37,1
  Granit Skopje,5 EMU,80,76,79,77,17,244512,3149,7
  Gradski Trgovski Centar Skopje,100 DEM,2300,1600,1800,1600,10,2265100,1272,5
  IGM Vratnica s. Vratnica,30 EMU,900,900,900,900,1,81900,91,1
  Karaorman Skopje,100 DEM,231,230,231,230,2,215701,935,2
  Krai{te –Tikve{ Kavadarci,100 DEM,100,100,100,100,5,383800,3838,2
  Makedonija Gostivar,100 DEM,2302,2302,2302,2302,2,1537736,668,1
  OKTA Skopje,100 DEM,500,500,500,500,1,16000,32,1
  Pelagonija komerc Bitola,100 DEM,630,630,630,630,2,24570,39,1
  Prosvetno delo Skopje,100 DEM,1512,1512,1512,1512,1,619920,410,1
  Pelagonija Trans Prilep,100 DEM,1500,1500,1500,1500,5,102000,68,3
  Rade Kon~ar Skopje,25 EMU,160,160,160,160,1,8640,54,1
  Radobank Skopje,10000 DEN,10000,10000,10000,10000,1,23550000,2355,1
  R@ Ladna Valavnica Skopje,10 DEM,76,20,20,76,3,8614984,115200,1
  R@ Troska Skopje,10 DEM,100,100,100,100,1,1290000,12900,1
  Rudarski institut Skopje,10 DEM,1473,1473,1473,1473,1,468414,318,1
  ER Servis Skopje,500 DEM,600,600,600,600,1,600,1,1
  ZIK Ska~kovce Kumanovo,100 DEM,2500,2500,2500,2500,1,25000,10,1
  Tehnometal Vardar Skopje,"51,13 EMU",600,600,600,600,5,57000,95,3
  Turisti~ka Naselba Ote{evo,100 DEM,3150,3150,3150,3150,1,630000,200,1
  Tutunska banka Skopje,1000 DEN,1510,1500,1510,1500,5,362380,241,2
  Trgotekstil Angro 6 Skopje,50 DEM,100,100,100,100,2,23500,235,2
  F-ka za {e}er 4ti Noemvri Bitola,100 DEM,2135,2135,2135,2135,3,890295,417,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Tutunska banka Skopje,1000 DEN,1500,1500,1500,1500,2,118500,79,1
Vkupno Neoficijalen pazar,,,,,,87,60887795,162961,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,35,30,35,32,15,2061762,6742202,7
Vkupno Drugi hartii od vrednost,,,,,,15,2061762,6742202,
Vkupno site pazari,,,,,,699,132246077,,
