МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Pelagonija Trans Prilep,100 DEM,"4 960,00","3 100,00","3 160,00","3 100,00",11,3 695 340,1 158,4
  Rade Kon~ar Skopje,25 EMU,160,160,160,160,3,19 840,124,3
  Replek Skopje,"562,42 EMU","13 000,00","11 000,00","11 000,00","13 000,00",7,1 420 000,110,2
  R@ Ekonomika Skopje,"5,11 EMU",50,50,50,50,5,5 550,111,3
  Stopanska banka Bitola,3000 DEN,"1 200,00","1 200,00","1 200,00","1 200,00",1,36 000,30,1
  Sigurnost Skopje,10 DEM,31,31,31,31,2,4 712,152,2
  Sileks Kratovo,"43,77 EMU",62,62,62,62,4,70 370,1 135,3
  Slavej Skopje,100 DEM,"1 900,00","1 900,00","1 900,00","1 900,00",1,248 900,131,1
  Skopski Pazar Skopje,"51,13 EMU","2 350,00","2 202,00","2 350,00","2 202,00",6,3 722 772,1 657,5
  Sigurnosno staklo Prilep,100 DEM,935,935,935,935,6,390 830,418,2
  Tajmi{te Ki~evo,100 DEM,160,160,160,160,1,296 480,1 853,1
  Teteks Tetovo,"51,13 EMU",,,,310,1,5 081 210,16 391,1
  Tehnometal Vardar Skopje,"51,13 EMU","1 000,00","1 000,00","1 000,00","1 000,00",1,14 000,14,1
  Tehnokomerc Skopje,"51,13 EMU","1 000,00","1 000,00","1 000,00","1 000,00",3,235 000,235,3
  Tigar Kriva Palanka,100 DEM,312,282,312,282,6,3 032 784,10 682,2
  TK Boro P.-Papu~ar Kumanovo,"15,34 EMU",450,450,450,450,1,450,1,1
  Tekstil Skopje,190 DEM,"1 600,00","1 600,00","1 600,00","1 600,00",1,72 000,45,1
  Tutunska banka Skopje,1000 DEN,"1 400,00","1 400,00","1 400,00","1 400,00",5,1 222 200,873,3
  Fortress - IN Skopje,50 DEM,100,100,100,100,1,7 900,79,1
  Trgojug Skopje,50.30 DEM,935,935,935,935,1,229 075,245,1
  Transkop-Patni~ki soob. Bitola,100 DEM,600,600,600,600,9,429 000,715,2
  Fer{ped Skopje,1199 DEM,"19 050,00","19 050,00","19 050,00","19 050,00",5,704 850,37,3
Tret pazar - Prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,700,672,672,692,9,183 681,268,5
  Stopanska Banka Bitola,3000 DEN,600,600,600,600,1,2 400,4,1
  Stopanska banka Skopje,400 DEN,250,200,200,200,4,36 800,175,3
  Tutunska banka Skopje,1000 DEN,"1 500,00","1 400,00","1 500,00","1 400,00",2,163 200,113,2
Vkupno Neoficijalen pazar,,,,,,398,281 474 922,603 530,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Konvertibilen sertifikat - za {tedilnici,1 Denar,51,37.9,45,44.2,130,33 885 259,71 447 855,10
Vkupno Drugi hartii od vrednost,,,,,,130,33 885 259,71 447 855,
Dr`aven pazar,,,,,,,,,
Dr`ava - gotovina,,,,,,,,,
  Agromehanika Skopje,100 DEM,,,,"1 714,00",1,8 851 096,5 164,1
  Vitaminka Prilep,100 DEM,,,,"1 558,00",1,9 458 618,6 071,1
  Geras Cunev Strumica,33.22 DEM,468,468,468,468,1,5 434 884,11 613,1
  Javor{ped Bitola,10 DEM,201,201,201,201,1,867 717,4 317,1
  Lozar-Pelisterka Skopje,100 DEM,,,,"3 117,00",1,22 495 389,7 217,1
  Metalpromet Prilep,100 DEM,312,312,312,312,1,1 212 120,3 885,1
  Makedonijaproekt Skopje,100 DEM,740,740,740,740,1,1 898 100,2 565,1
  Napredok Peh~evo,100 DEM,"1 559,00","1 559,00","1 559,00","1 559,00",1,1 747 639,1 121,1
  Napredok Gostivar,10 DEM,700,700,700,700,1,3 734 500,5 335,1
  Pelagonija Trans Prilep,100 DEM,"2 000,00","2 000,00","2 000,00","2 000,00",1,16 000,8,1
  R@ In`inering Skopje,10 DEM,312,312,312,312,1,570 648,1 829,1
  ZIK Romanovce Kumanovo,100 DEM,"4 000,00","4 000,00","4 000,00","4 000,00",1,1 388 000,347,1
  ZIK Ska~kovce Kumanovo,100 DEM,"2 500,00","2 500,00","2 500,00","2 500,00",1,1 732 500,693,1
  Frigo - Mak Negotino,10 DEM,156,156,156,156,1,351 000,2 250,1
Dr`ava - bezgotovinsko pla}awe,,,,,,,,,
  Rudnici Bawani Skopje,50 DEM,"1 559,00","1 559,00","1 559,00","1 559,00",1,316 477,203,1
  Velesprom Veles,10 DEM,31,31,31,31,1,2 448 070,78 970,1
  Goce Del~ev Oble{evo,10 DEM,94,94,94,94,1,478 648,5 092,1
  Dojran AD Nov Dojran,10 DEM,156,156,156,156,1,3 541 044,22 699,1
  Ezerka Ohrid,100 DEM,156,156,156,156,1,2 732 808,17 518,1
  Eurotek Kru{evo,10 DEM,31,31,31,31,1,1 948 412,62 852,1
  @ito Skopje Skopje,100 DEM,312,312,312,312,1,5 204 472,16 681,1
  Ilinden Kru{evo,100 DEM,938,938,938,938,1,15 765 904,16 808,1
  Lozar mlekara Veles,5 EMU,305,305,305,305,1,1 855 925,6 085,1
  Lozar Sogle Veles,5 EMU,305,305,305,305,1,596 580,1 956,1
  Lihnida Ohrid,20 DEM,200,200,200,200,1,2 682 800,13 414,1
  Medicinska plastika Tetovo,100 DEM,701,701,701,701,1,6 069 258,8 658,1
  Misla Skopje,100 DEM,935,935,935,935,1,1 140 700,1 220,1
  Makedonija staklo Bitola,200 DEM,"1 870,00","1 870,00","1 870,00","1 870,00",1,2 666 620,1 426,1
  Makohemija Skopje,10 DEM,31,31,31,31,1,143 530,4 630,1
  Polet Del~evo,10 DEM,40,40,40,40,1,1 460 160,36 504,1
  R@ Tehni~ka Kontrola,10 DEM,50,50,50,50,1,1 641 450,32 829,1
  Fiord Kavadarci,100 DEM,"2 909,00","2 909,00","2 909,00","2 909,00",1,26 111 184,8 976,1
Vkupno Dr`aven pazar,,,,,,32,136 562 253,388 936,
Vkupno site pazari,,,,,,836,491 572 464,,
