МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  Makpetrol Skopje,"511,29 EMU",18500,17300,17410,18000,49,4879806,273,14
  Makedonija Turist Skopje,"25,56 EMU",2300,2020,2100,2200,34,10916466,5174,13
  Ohridska banka Ohrid,2650 DEN,3499,3200,3201,3490,9,1339153,393,4
  OHIS Skopje,"51,12 EMU",295,266,295,266,2,46746,162,2
  R@ Ekonomika Skopje,10 DEM,65,60,65,60,2,456475,7606,2
  R@ Uslugi Skopje,"5,11 EMU",31,30,30,30,144,762095,25357,16
  Stopanska banka Bitola,3000 DEN,4650,3802,4650,4450,34,14139364,3473,12
  Sileks Kratovo,85 DEM,62,62,62,62,4,64790,1045,3
  Sileksbanka Skopje,"43,46 EMU",270,270,270,270,2,35370,131,2
  Skopski Pazar Skopje,"51,13 EMU",4700,4500,4700,4500,8,1452500,321,4
  Teteks Tetovo,100 DEM,310,310,310,310,21,930000,3000,1
  Tehnometal Vardar Skopje,"51,13 EMU",1200,886,886,1080,140,6351046,5372,8
  Tutunski kombinat Prilep,100 DEM,615,615,615,615,1,49815,81,1
  Toplifikacija Skopje,100 DEM,2900,2600,2900,2850,58,13772625,5040,16
  Fer{ped Skopje,37400 DEN,18756,17051,17051,18756,2,107421,6,2
Oficijalen pazar - prioritetni akcii,,,,,,,,,
  Komercijalna banka Skopje,1000 DEN,2350,2100,2300,2101,91,12192910,5497,14
  Ohridska banka Ohrid,2650 DEN,2151,2139,2140,2139,4,221007,103,4
  Stopanska Banka Bitola,3000 DEN,3300,3250,3250,3251,6,649203,197,3
  Tetovska banka - kumulativna Tetovo,3000 DEN,630,630,630,630,2,168210,267,2
  Tetovska banka - particip. Tetovo,3000 DEN,600,600,600,600,2,108000,180,2
Oficijalen pazar - obvrznici,,,,,,,,,
  R. Makedonija - devizni vlogovi,,74.2,73.5,74.1,74.2,272,17136732,376800,16
  R.Makedonija - denacionalizacija 02,1 EUR,74,71.6,71.6,72.5,7,1900871,42840,5
  R.Makedonija - denacionalizacija 03,1 EMU,74,70.2,73,74,57,10232473,229850,13
  R.Makedonija - denacionalizacija 04,1 EMU,65,62.9,64.1,63.1,529,107643434,2748866,16
Vkupno OFICIJALEN PAZAR,,,,,,2122,314023329,3546714,
NEOFICIJALEN PAZAR,,,,,,,,,
Pazar na javno poseduvani dru{tva - obi~ni akcii,,,,,,,,,
  Rudnici Bawani Skopje,50 DEM,500,500,500,500,5,357000,714,5
  Geras Cunev konfekcija Strumica,15 EMU,100,100,100,100,1,8400,84,1
  Geras Cunev trgovija Strumica,15 EMU,100,100,100,100,1,8600,86,1
  @AS Skopje,"37,48 EMU",150,150,150,150,4,48900,326,4
  @ito Polog Tetovo,"51,13 EMU",1600,1600,1600,1600,3,625600,391,2
  KJUBI Makedonija Skopje,"51,13 EMU",1000,1000,1000,1000,4,506000,506,1
  Lihnida Ohrid,"10,22 EMU",615,615,615,615,1,150060,244,1
  ADUT Makedonija Bitola,100 DEM,1001,1000,1000,1000,28,472018,472,8
  Oran`erii Hamzali Strumica,5 EMU,100,100,100,100,1,170300,1703,1
  ADG Pelagonija Skopje,500 DEM,300,300,300,300,2,6900,23,2
  Rade Kon~ar Skopje,25 EMU,161,160,160,161,5,38974,243,4
  Mittal Steel Skopje (CRM) Skopje,"5,11 EMU",32,31,32,32,17,250497,7933,8
  Mittal Steel Skopje (HRM) Skopje,"5,11 EMU",32,32,32,32,18,195136,6098,9
  R@ Famord Skopje,5 EMU,139,139,139,139,2,12492903,89877,1
  Tajmi{te Ki~evo,100 DEM,1550,1550,1550,1550,1,46500,30,1
  GD-Tikve{ Kavadarci,100 DEM,100,100,100,100,1,109900,1099,1
  Tutunska banka Skopje,1000 DEN,2500,2500,2500,2500,2,295000,118,2
  Transkop TLS Bitola,100 DEM,100,100,100,100,1,2200,22,1
  Fustelarko Borec Bitola,100 DEM,899,300,300,899,2,73450,145,2
Pazar na javno poseduvani dru{tva - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,151,150,150,151,3,10530,70,2
  Tutunska banka Skopje,1000 DEN,2500,2500,2500,2500,1,50000,20,1
Sloboden pazar - obi~ni akcii,,,,,,,,,
  Agrolozar s.Hamzali Strumica,5 EMU,120,120,120,120,1,740160,6168,1
  Algreta Resen,100 DEM,1200,1200,1200,1200,1,80400,67,1
  Angropromet-Tikve{anka Kavadarci,100 DEM,1000,1000,1000,1000,1,9000,9,1
  Beton Strumica,256 EMU,1105,1105,1105,1105,1,607750,550,1
  Butel Skopje,100 DEM,920,920,920,920,1,55200,60,1
  Veterinarno sto~arski centar Kumanovo,5 EMU,310,310,310,310,1,116560,376,1
  Gradinar 2002 Prilep,100 DEM,615,615,615,615,1,4920,8,1
  Metalec Bitola,"51,13 EMU",6180,1500,1550,6180,5,1610960,303,3
  Evroteks Skopje,50 EMU,2900,2900,2900,2900,1,2900,1,1
  @ito leb Ohrid,100 DEM,3071,3071,3071,3071,6,1050282,342,1
  Inteks Skopje,51 EMU,1503,1503,1503,1503,3,4013010,2670,3
  Karaorman Skopje,50 EMU,450,254,254,450,5,714834,2643,2
  Kozjak Kumanovo,"25,6 EMU",260,260,260,260,2,517920,1992,1
  Mermeren kombinat Prilep,1 EMU,180,180,180,180,1,73800,410,1
  Ogra`den Strumica,100 DEM,950,950,950,950,11,124450,131,1
  O~na optika Skopje,44 DEM,1390,1390,1390,1390,14,804810,579,1
  Prilepska Pivarnica Prilep,125 EMU,4005,4005,4005,4005,2,40050,10,1
  Prosvetno delo Skopje,100 DEM,1500,1500,1500,1500,1,300000,200,1
  Silika Mineral Makedonski Brod,50 EMU,200,200,200,200,1,526200,2631,1
  Slavej Skopje,50 EMU,1900,1900,1900,1900,1,285000,150,1
  Rudnik za nem. Strmo{ Probi{tip,"25,56 EMU",1545,1545,1545,1545,1,166860,108,1
  Stobi Veles,100 DEM,1500,500,500,1200,3,101100,84,1
  Turtel [tip,5 EMU,125,125,125,125,7,407500,3260,1
Vkupno NEOFICIJALEN PAZAR,,,,,,174,28272534,132956,
Vkupno site pazari,,,,,,2296,342295863,,
BLOKOVI,,,,,,,,,
Neoficijalen pazar,,,,,,,,,
Sloboden pazar - obi~ni akcii,,,,,,,,,
Tabak osigur. i reosigur. Skopje,,,,,31367,,6273400,200,
@ito Strumica Strumica,,,,,3193,,40493626,12682,
@ito Strumica Strumica,,,,,3193,,38121227,11939,
@ito Strumica Strumica,,,,,3193,,20728956,6492,
@ito Strumica Strumica,,,,,3193,,38545896,12072,
@ito Strumica Strumica,,,,,3193,,46158008,14456,
