МАКЕДОНСКА БЕРЗА НА ДОЛГОРОЧНИ ХАРТИИ ОД ВРЕДНОСТ АД СКОПЈЕ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  ZUM SKopje,10 DEM,450,450,450,,4,1077750,2395,1
  Javor Konsalting Bitola,10 DEM,91,91,91,,1,728,8,1
  Jugotutun Skopje,"153,27 DEM",3100,3100,3100,,16,1475600,476,8
  Karaorman Skopje,100 DEM,230,230,230,,1,58420,254,1
  Kiro Dandaro Bitola,10 DEM,70,70,70,,3,1776810,25383,1
  KJUBI Makedonija Skopje,100 DEM,406,406,406,,1,99064,244,1
  Javor Stokovna ku}a Korzo Bitola,10 DEM,250,235,235,,7,267900,1081,3
  AD Za ugos.turiz.i trg.Makedonija Bitola,100 DEM,905,905,905,,1,15385,17,1
  MAK - Komerc Kavadarci,100 DEM,10,10,10,,4,4220,422,1
  Mermeren kombinat Prilep,1 EMU,120,120,120,,1,61320,511,1
  MZT Oprema za vozila Skopje,100 DEM,660,660,660,,2,62700,95,1
  Makedonska banka Skopje,4000 DEN,2000,2000,2000,,2,4000,2,1
  Ogra`den Strumica,100 DEM,1900,1900,1900,,2,457900,241,1
  Ohim Ges Gostivar,10 EMU,,,,,1,6982025,279281,1
  R@ Ladna Valavnica Skopje,10 DEM,60,60,60,,3,143664069,8601861,1
  R@ Valavnica za lenti Skopje,"5,11 EMU",60,60,60,,2,113323404,6785314,1
  Reing Skopje,10 DEM,3075,3075,3075,,1,307500,100,1
  Silika Mineral Makedonski Brod,100 DEM,,,,,1,498225,2555,1
  Slavej Skopje,100 DEM,1900,1900,1900,,1,351500,185,1
  ZTD Sto~arstvo Bogdanci,100 DEM,3100,3100,3100,,2,288300,93,1
  Tabak osigur. i reosigur. Skopje,1000 DEM,32000,32000,32000,,1,3520000,110,1
  Tekstil Skopje,190 DEM,1000,1000,1000,,1,63000,63,1
  Toplifikacija Odr`uvawe Skopje,60 DEM,30000,30000,30000,,1,30000,1,1
  Frotirka Del~evo,100 DEM,310,310,310,,1,809720,2612,1
  F-ka za {e}er 4ti Noemvri Bitola,100 DEM,,,,,1,7104828,1614,1
Neoficijalen pazar - prioritetni akcii,,,,,,,,,
  Stopanska banka Skopje,400 DEN,121,121,121,,1,16698,138,1
Vkupno Neoficijalen pazar,,,,,,80,310927786,15766226,
Drugi hartii od vrednost,,,,,,,,,
Dr`avni hartii od vrednost,,,,,,,,,
  Min. Finansii Dr`aven zapis 2004-7,10000 DEN,98.72,98.72,98.72,98.72,1,2270560,230,1
  Konvertibilen sertifikat - za {tedilnici,1 Denar,19.5,6.5,16.6,6.6,35,1355184,13895214,11
Vkupno Drugi hartii od vrednost,,,,,,36,3625744,13895444,
Vkupno site pazari,,,,,,1481,483520420,,
